Date,PS3 player count
3/2/2015,364500
3/3/2015,365400
3/4/2015,366000
3/5/2015,367100
3/6/2015,368400
3/7/2015,369800
3/8/2015,371800
3/9/2015,372900
3/10/2015,373600
3/11/2015,374400
3/12/2015,375000
3/13/2015,375900
3/14/2015,377900
3/15/2015,379400
3/16/2015,380600
3/17/2015,381300
3/18/2015,381900
3/19/2015,382900
3/20/2015,383900
3/21/2015,386200
3/22/2015,388000
3/23/2015,388800
3/24/2015,389200
3/25/2015,390200
3/26/2015,391100
3/27/2015,392400
3/28/2015,393800
3/29/2015,395500
3/30/2015,396500
3/31/2015,397300
4/1/2015,398200
4/2/2015,399600
4/3/2015,401000
4/4/2015,402500
4/5/2015,404100
4/6/2015,405500
4/7/2015,406600
4/8/2015,407800
4/9/2015,408800
4/10/2015,409800
4/11/2015,411200
4/12/2015,412700
4/13/2015,413600
4/14/2015,414400
4/15/2015,415000
4/16/2015,415600
4/17/2015,416400
4/18/2015,418500
4/19/2015,420400
4/20/2015,421000
4/21/2015,421400
4/22/2015,422100
4/23/2015,422400
4/24/2015,423400
4/25/2015,424900
4/26/2015,426400
4/27/2015,427200
4/28/2015,427800
4/29/2015,428500
4/30/2015,429100
5/1/2015,430400
5/2/2015,431900
5/3/2015,433600
5/4/2015,434400
5/5/2015,435300
5/6/2015,436000
5/7/2015,436600
5/8/2015,437200
5/9/2015,438800
5/10/2015,440000
5/11/2015,440300
5/12/2015,440800
5/13/2015,441300
5/14/2015,441500
5/15/2015,442200
5/16/2015,443400
5/17/2015,444900
5/18/2015,445600
5/19/2015,446000
5/20/2015,447000
5/21/2015,447500
5/22/2015,448300
5/23/2015,449500
5/24/2015,451000
5/25/2015,452400
5/26/2015,453100
5/27/2015,453700
5/28/2015,454300
5/29/2015,455400
5/30/2015,456600
5/31/2015,458400
6/1/2015,459000
6/2/2015,459600
6/3/2015,460400
6/4/2015,461300
6/5/2015,462400
6/6/2015,463600
6/7/2015,464600
6/8/2015,465600
6/9/2015,466100
6/10/2015,467000
6/11/2015,467900
6/12/2015,468700
6/13/2015,469700
6/14/2015,470800
6/15/2015,471500
6/16/2015,472200
6/17/2015,473000
6/18/2015,473600
6/19/2015,474800
6/20/2015,476100
6/21/2015,477400
6/22/2015,478800
6/23/2015,479600
6/24/2015,480700
6/25/2015,481800
6/26/2015,482800
6/27/2015,484300
6/28/2015,485600
6/29/2015,486600
6/30/2015,487700
7/1/2015,488900
7/2/2015,490500
7/3/2015,491700
7/4/2015,492800
7/5/2015,494300
7/6/2015,495800
7/7/2015,497000
7/8/2015,498000
7/9/2015,499200
7/10/2015,500500
7/11/2015,502100
7/12/2015,503800
7/13/2015,504900
7/14/2015,506000
7/15/2015,507200
7/16/2015,508400
7/17/2015,510300
7/18/2015,512100
7/19/2015,513800
7/20/2015,514900
7/21/2015,516600
7/22/2015,518100
7/23/2015,519300
7/24/2015,520600
7/25/2015,522100
7/26/2015,523600
7/27/2015,525100
7/28/2015,526400
7/29/2015,527200
7/30/2015,528500
7/31/2015,529700
8/1/2015,531200
8/2/2015,532800
8/3/2015,534000
8/4/2015,535200
8/5/2015,537000
8/6/2015,538100
8/7/2015,539200
8/8/2015,541000
8/9/2015,542900
8/10/2015,544000
8/11/2015,545000
8/12/2015,546200
8/13/2015,547100
8/14/2015,548800
8/15/2015,550300
8/16/2015,551800
8/17/2015,553000
8/18/2015,554600
8/19/2015,556100
8/20/2015,557200
8/21/2015,558200
8/22/2015,559900
8/23/2015,561300
8/24/2015,562700
8/25/2015,563800
8/26/2015,565000
8/27/2015,565700
8/28/2015,567000
8/29/2015,568500
8/30/2015,569600
8/31/2015,570500
9/1/2015,570900
9/2/2015,571600
9/3/2015,572400
9/4/2015,573300
9/5/2015,574500
9/6/2015,575800
9/7/2015,576900
9/8/2015,577500
9/9/2015,578300
9/10/2015,579000
9/11/2015,579600
9/12/2015,581200
9/13/2015,582700
9/14/2015,583500
9/15/2015,584100
9/16/2015,584900
9/17/2015,585600
9/18/2015,586100
9/19/2015,587600
9/20/2015,589200
9/21/2015,590000
9/22/2015,590700
9/23/2015,591400
9/24/2015,591900
9/25/2015,592800
9/26/2015,594200
9/27/2015,595400
9/28/2015,596100
9/29/2015,596900
9/30/2015,597600
10/1/2015,598000
10/2/2015,598700
10/3/2015,599800
10/4/2015,600900
10/5/2015,601400
10/6/2015,601900
10/7/2015,602800
10/8/2015,603500
10/9/2015,604000
10/10/2015,605400
10/11/2015,606500
10/12/2015,607400
10/13/2015,607700
10/14/2015,608500
10/15/2015,609500
10/16/2015,610200
10/17/2015,611800
10/18/2015,612800
10/19/2015,613500
10/20/2015,613900
10/21/2015,614300
10/22/2015,614700
10/23/2015,615600
10/24/2015,616800
10/25/2015,618000
10/26/2015,618800
10/27/2015,619600
10/28/2015,620000
10/29/2015,620900
10/30/2015,621500
10/31/2015,622800
11/1/2015,623700
11/2/2015,624400
11/3/2015,625000
11/4/2015,625500
11/5/2015,626000
11/6/2015,626500
11/7/2015,627500
11/8/2015,628800
11/9/2015,629200
11/10/2015,629700
11/11/2015,630200
11/12/2015,630500
11/13/2015,631000
11/14/2015,632500
11/15/2015,633400
11/16/2015,634000
11/17/2015,634200
11/18/2015,634800
11/19/2015,635500
11/20/2015,636300
11/21/2015,637300
11/22/2015,638500
11/23/2015,639200
11/24/2015,639500
11/25/2015,640100
11/26/2015,640700
11/27/2015,641600
11/28/2015,642500
11/29/2015,643600
11/30/2015,644200
12/1/2015,644700
12/2/2015,645100
12/3/2015,645500
12/4/2015,646200
12/5/2015,647400
12/6/2015,649600
12/7/2015,650300
12/8/2015,651000
12/9/2015,651600
12/10/2015,652100
12/11/2015,653000
12/12/2015,653900
12/13/2015,655000
12/14/2015,655600
12/15/2015,656200
12/16/2015,657000
12/17/2015,657500
12/18/2015,658100
12/19/2015,658900
12/20/2015,660000
12/21/2015,661000
12/22/2015,662000
12/23/2015,663100
12/24/2015,664800
12/25/2015,671700
12/26/2015,677200
12/27/2015,681700
12/28/2015,685600
12/29/2015,688000
12/30/2015,690700
12/31/2015,693100
1/1/2016,695200
1/2/2016,697500
1/3/2016,699400
1/4/2016,701200
1/5/2016,702200
1/6/2016,703600
1/7/2016,705000
1/8/2016,706900
1/9/2016,708200
1/10/2016,710000
1/11/2016,711100
1/12/2016,712100
1/13/2016,713200
1/14/2016,714100
1/15/2016,714900
1/16/2016,716800
1/17/2016,718300
1/18/2016,719500
1/19/2016,720400
1/20/2016,721000
1/21/2016,721700
1/22/2016,722900
1/23/2016,724500
1/24/2016,726100
1/25/2016,726900
1/26/2016,727400
1/27/2016,728300
1/28/2016,729200
1/29/2016,729900
1/30/2016,731200
1/31/2016,732600
2/1/2016,733300
2/2/2016,733800
2/3/2016,734600
2/4/2016,735200
2/5/2016,736000
2/6/2016,737300
2/7/2016,738900
2/8/2016,739700
2/9/2016,740400
2/10/2016,741000
2/11/2016,741500
2/12/2016,742300
2/13/2016,743800
2/14/2016,745600
2/15/2016,746600
2/16/2016,747200
2/17/2016,747900
2/18/2016,748700
2/19/2016,749800
2/20/2016,751100
2/21/2016,752500
2/22/2016,753500
2/23/2016,754700
2/24/2016,755300
2/25/2016,755900
2/26/2016,756700
2/27/2016,758200
2/28/2016,759700
2/29/2016,761000
3/1/2016,761800
3/2/2016,762300
3/3/2016,762800
3/4/2016,763400
3/5/2016,764800
3/6/2016,765900
3/7/2016,766500
3/8/2016,766900
3/9/2016,767300
3/10/2016,768000
3/11/2016,768700
3/12/2016,770000
3/13/2016,771200
3/14/2016,771900
3/15/2016,772600
3/16/2016,773000
3/17/2016,773500
3/18/2016,774400
3/19/2016,775600
3/20/2016,776500
3/21/2016,777000
3/22/2016,777800
3/23/2016,778500
3/24/2016,779100
3/25/2016,779900
3/26/2016,781000
3/27/2016,781800
3/28/2016,782900
3/29/2016,783900
3/30/2016,784700
3/31/2016,785400
4/1/2016,786000
4/2/2016,787100
4/3/2016,788700
4/4/2016,789700
4/5/2016,790300
4/6/2016,790900
4/7/2016,791500
4/8/2016,791900
4/9/2016,792800
4/10/2016,793900
4/11/2016,794600
4/12/2016,795100
4/13/2016,795500
4/14/2016,795900
4/15/2016,796700
4/16/2016,797800
4/17/2016,798800
4/18/2016,799100
4/19/2016,799800
4/20/2016,800100
4/21/2016,800700
4/22/2016,801100
4/23/2016,802100
4/24/2016,803200
4/25/2016,804000
4/26/2016,804500
4/27/2016,805000
4/28/2016,805500
4/29/2016,806000
4/30/2016,807300
5/1/2016,808300
5/2/2016,808800
5/3/2016,809500
5/4/2016,810200
5/5/2016,810800
5/6/2016,811300
